Id,Population Group,Id,Id2,Geography,Average family size
1,Total population,1580000US3651000005028800,3651000005028800,"Census Tract 288, Bronx County, New York city, New York",3.09
1,Total population,1580000US3651000005028900,3651000005028900,"Census Tract 289, Bronx County, New York city, New York",3.18
1,Total population,1580000US3651000005029300,3651000005029300,"Census Tract 293, Bronx County, New York city, New York",2.61
1,Total population,1580000US3651000005029500,3651000005029500,"Census Tract 295, Bronx County, New York city, New York",2.79
1,Total population,1580000US3651000005029600,3651000005029600,"Census Tract 296, Bronx County, New York city, New York",2.83
1,Total population,1580000US3651000005029700,3651000005029700,"Census Tract 297, Bronx County, New York city, New York",2.79
1,Total population,1580000US3651000005030000,3651000005030000,"Census Tract 300, Bronx County, New York city, New York",2.93
1,Total population,1580000US3651000005030100,3651000005030100,"Census Tract 301, Bronx County, New York city, New York",2.71
1,Total population,1580000US3651000005030200,3651000005030200,"Census Tract 302, Bronx County, New York city, New York",2.9
1,Total population,1580000US3651000005030700,3651000005030700,"Census Tract 307, Bronx County, New York city, New York",2.66
1,Total population,1580000US3651000005031000,3651000005031000,"Census Tract 310, Bronx County, New York city, New York",3.26
1,Total population,1580000US3651000005031200,3651000005031200,"Census Tract 312, Bronx County, New York city, New York",3.14
1,Total population,1580000US3651000005031400,3651000005031400,"Census Tract 314, Bronx County, New York city, New York",3.25
1,Total population,1580000US3651000005031600,3651000005031600,"Census Tract 316, Bronx County, New York city, New York",3.23
1,Total population,1580000US3651000005031700,3651000005031700,"Census Tract 317, Bronx County, New York city, New York",3.03
1,Total population,1580000US3651000005031800,3651000005031800,"Census Tract 318, Bronx County, New York city, New York",3.16
1,Total population,1580000US3651000005032000,3651000005032000,"Census Tract 320, Bronx County, New York city, New York",3.25
1,Total population,1580000US3651000005032200,3651000005032200,"Census Tract 322, Bronx County, New York city, New York",3.28
1,Total population,1580000US3651000005032300,3651000005032300,"Census Tract 323, Bronx County, New York city, New York",2.7
1,Total population,1580000US3651000005032400,3651000005032400,"Census Tract 324, Bronx County, New York city, New York",3.06
1,Total population,1580000US3651000005032800,3651000005032800,"Census Tract 328, Bronx County, New York city, New York",3.26
1,Total population,1580000US3651000005032900,3651000005032900,"Census Tract 329, Bronx County, New York city, New York",2.68
1,Total population,1580000US3651000005033000,3651000005033000,"Census Tract 330, Bronx County, New York city, New York",3.33
1,Total population,1580000US3651000005033200,3651000005033200,"Census Tract 332, Bronx County, New York city, New York",3.08
1,Total population,1580000US3651000005033300,3651000005033300,"Census Tract 333, Bronx County, New York city, New York",3.03
1,Total population,1580000US3651000005033400,3651000005033400,"Census Tract 334, Bronx County, New York city, New York",3.36
1,Total population,1580000US3651000005033600,3651000005033600,"Census Tract 336, Bronx County, New York city, New York",3.09
1,Total population,1580000US3651000005033800,3651000005033800,"Census Tract 338, Bronx County, New York city, New York",3.38
