Id,Population Group,Id,Id2,Geography,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
1,Total population,1580000US3651000047022300,3651000047022300,"Census Tract 223, Kings County, New York city, New York",1341,325,89,91,104,71,87,99,103,70,66,124,36,51,0,8,17
1,Total population,1580000US3651000047022400,3651000047022400,"Census Tract 224, Kings County, New York city, New York",1397,295,88,75,126,78,43,77,62,86,135,79,118,59,27,43,6
1,Total population,1580000US3651000047022500,3651000047022500,"Census Tract 225, Kings County, New York city, New York",296,84,24,5,47,25,35,16,29,0,11,10,0,10,0,0,0
1,Total population,1580000US3651000047022600,3651000047022600,"Census Tract 226, Kings County, New York city, New York",691,162,86,66,53,58,29,28,41,20,45,51,36,16,0,0,0
1,Total population,1580000US3651000047022700,3651000047022700,"Census Tract 227, Kings County, New York city, New York",1345,300,123,10,78,140,51,105,79,64,85,150,83,35,20,12,10
1,Total population,1580000US3651000047022800,3651000047022800,"Census Tract 228, Kings County, New York city, New York",807,160,90,68,125,27,35,43,13,34,45,37,92,17,21,0,0
1,Total population,1580000US3651000047022900,3651000047022900,"Census Tract 229, Kings County, New York city, New York",1211,280,81,149,28,55,72,88,104,42,25,126,46,67,9,6,33
1,Total population,1580000US3651000047023000,3651000047023000,"Census Tract 230, Kings County, New York city, New York",1094,237,210,66,84,75,45,52,57,39,53,55,41,37,8,0,35
1,Total population,1580000US3651000047023100,3651000047023100,"Census Tract 231, Kings County, New York city, New York",1255,258,46,118,92,27,84,68,68,28,123,148,104,28,32,15,16
1,Total population,1580000US3651000047023200,3651000047023200,"Census Tract 232, Kings County, New York city, New York",1596,397,256,103,95,72,129,57,69,62,114,111,52,19,48,12,0
1,Total population,1580000US3651000047023300,3651000047023300,"Census Tract 233, Kings County, New York city, New York",1576,456,184,90,112,104,51,129,84,28,85,86,67,46,21,33,0
1,Total population,1580000US3651000047023400,3651000047023400,"Census Tract 234, Kings County, New York city, New York",1506,459,226,127,128,57,67,53,81,59,50,72,46,29,7,16,29
1,Total population,1580000US3651000047023500,3651000047023500,"Census Tract 235, Kings County, New York city, New York",592,136,120,19,55,55,36,40,19,7,27,50,28,0,0,0,0
1,Total population,1580000US3651000047023600,3651000047023600,"Census Tract 236, Kings County, New York city, New York",1755,494,288,182,103,93,78,66,32,46,72,81,87,42,44,26,21
1,Total population,1580000US3651000047023700,3651000047023700,"Census Tract 237, Kings County, New York city, New York",317,92,55,31,10,14,14,5,14,0,37,4,15,19,0,0,7
1,Total population,1580000US3651000047023800,3651000047023800,"Census Tract 238, Kings County, New York city, New York",1510,344,147,209,73,112,78,68,53,72,79,69,78,38,50,7,33
1,Total population,1580000US3651000047024000,3651000047024000,"Census Tract 240, Kings County, New York city, New York",1461,311,172,102,112,84,54,70,59,84,76,85,93,111,35,6,7
1,Total population,1580000US3651000047024100,3651000047024100,"Census Tract 241, Kings County, New York city, New York",604,297,30,34,35,47,12,17,37,0,27,27,33,0,8,0,0
1,Total population,1580000US3651000047024200,3651000047024200,"Census Tract 242, Kings County, New York city, New York",795,148,76,53,62,61,57,44,18,40,52,71,68,21,5,12,7
1,Total population,1580000US3651000047024300,3651000047024300,"Census Tract 243, Kings County, New York city, New York",1581,453,183,75,113,103,135,81,72,22,111,106,85,29,0,4,9
1,Total population,1580000US3651000047024400,3651000047024400,"Census Tract 244, Kings County, New York city, New York",1062,164,129,112,79,55,0,41,60,54,55,86,110,74,10,16,17
1,Total population,1580000US3651000047024500,3651000047024500,"Census Tract 245, Kings County, New York city, New York",1482,434,77,95,156,116,50,93,61,48,107,65,101,13,34,25,7
1,Total population,1580000US3651000047024600,3651000047024600,"Census Tract 246, Kings County, New York city, New York",943,84,59,74,76,38,52,60,73,101,51,68,110,39,41,6,11
1,Total population,1580000US3651000047024700,3651000047024700,"Census Tract 247, Kings County, New York city, New York",933,336,75,84,50,49,19,35,44,64,90,29,19,15,6,8,10
1,Total population,1580000US3651000047024800,3651000047024800,"Census Tract 248, Kings County, New York city, New York",944,122,90,59,106,34,60,44,62,45,67,65,107,31,41,11,0
1,Total population,1580000US3651000047024900,3651000047024900,"Census Tract 249, Kings County, New York city, New York",1760,434,81,109,176,129,101,65,53,137,123,107,92,61,29,16,47
1,Total population,1580000US3651000047025000,3651000047025000,"Census Tract 250, Kings County, New York city, New York",465,32,64,10,51,21,12,13,49,37,30,32,62,47,5,0,0
1,Total population,1580000US3651000047025100,3651000047025100,"Census Tract 251, Kings County, New York city, New York",1240,364,129,107,66,75,95,79,77,36,89,40,31,33,5,0,14
1,Total population,1580000US3651000047025200,3651000047025200,"Census Tract 252, Kings County, New York city, New York",1911,301,279,151,122,115,145,114,80,52,115,185,88,82,25,38,19
1,Total population,1580000US3651000047025300,3651000047025300,"Census Tract 253, Kings County, New York city, New York",810,235,21,71,33,54,65,22,71,57,36,88,49,0,8,0,0
1,Total population,1580000US3651000047025400,3651000047025400,"Census Tract 254, Kings County, New York city, New York",1171,152,123,92,82,75,63,41,78,34,96,111,138,49,37,0,0
1,Total population,1580000US3651000047025500,3651000047025500,"Census Tract 255, Kings County, New York city, New York",1649,756,166,153,128,118,58,53,58,11,48,49,26,11,0,0,14
1,Total population,1580000US3651000047025600,3651000047025600,"Census Tract 256, Kings County, New York city, New York",1021,138,108,79,53,33,55,33,61,70,92,144,76,39,27,8,5
1,Total population,1580000US3651000047025700,3651000047025700,"Census Tract 257, Kings County, New York city, New York",621,104,43,58,21,39,70,49,17,22,43,38,45,28,12,9,23
1,Total population,1580000US3651000047025800,3651000047025800,"Census Tract 258, Kings County, New York city, New York",1608,275,186,135,70,85,134,110,68,71,110,125,87,88,30,21,13
1,Total population,1580000US3651000047025901,3651000047025901,"Census Tract 259.01, Kings County, New York city, New York",517,149,77,51,10,4,51,7,14,19,11,75,33,0,0,0,16
1,Total population,1580000US3651000047025902,3651000047025902,"Census Tract 259.02, Kings County, New York city, New York",1026,391,189,73,33,101,40,33,38,25,33,17,15,22,0,0,16
1,Total population,1580000US3651000047026000,3651000047026000,"Census Tract 260, Kings County, New York city, New York",1215,247,106,88,43,72,107,73,72,20,73,108,108,48,5,36,9
1,Total population,1580000US3651000047026100,3651000047026100,"Census Tract 261, Kings County, New York city, New York",1532,598,152,121,66,73,88,66,49,62,43,100,76,0,16,4,18
1,Total population,1580000US3651000047026200,3651000047026200,"Census Tract 262, Kings County, New York city, New York",852,169,40,73,46,52,23,35,55,25,56,79,108,50,24,8,9
1,Total population,1580000US3651000047026300,3651000047026300,"Census Tract 263, Kings County, New York city, New York",643,234,45,24,15,64,6,38,20,63,50,66,9,9,0,0,0
1,Total population,1580000US3651000047026400,3651000047026400,"Census Tract 264, Kings County, New York city, New York",1615,241,209,142,66,139,88,126,94,74,91,161,76,78,10,15,5
1,Total population,1580000US3651000047026500,3651000047026500,"Census Tract 265, Kings County, New York city, New York",1243,353,84,69,116,137,44,19,96,83,63,50,96,15,7,5,6
1,Total population,1580000US3651000047026600,3651000047026600,"Census Tract 266, Kings County, New York city, New York",1222,131,102,83,66,92,123,53,93,42,123,100,147,50,0,5,12
1,Total population,1580000US3651000047026700,3651000047026700,"Census Tract 267, Kings County, New York city, New York",1688,324,164,130,109,71,102,127,86,75,143,141,126,8,31,26,25
1,Total population,1580000US3651000047026800,3651000047026800,"Census Tract 268, Kings County, New York city, New York",1518,293,127,144,47,109,66,82,50,45,162,125,156,50,36,17,9
1,Total population,1580000US3651000047026900,3651000047026900,"Census Tract 269, Kings County, New York city, New York",1110,288,86,81,52,89,97,47,49,66,68,51,76,29,0,24,7
1,Total population,1580000US3651000047027000,3651000047027000,"Census Tract 270, Kings County, New York city, New York",867,168,79,70,64,70,23,12,29,49,57,72,74,47,5,26,22
1,Total population,1580000US3651000047027101,3651000047027101,"Census Tract 271.01, Kings County, New York city, New York",528,102,53,53,27,60,28,74,41,11,30,8,7,27,7,0,0
1,Total population,1580000US3651000047027102,3651000047027102,"Census Tract 271.02, Kings County, New York city, New York",367,133,9,12,10,26,0,22,21,31,35,24,17,0,11,9,7
1,Total population,1580000US3651000047027200,3651000047027200,"Census Tract 272, Kings County, New York city, New York",1278,274,134,38,68,76,74,54,71,30,106,139,150,21,29,7,7
1,Total population,1580000US3651000047027300,3651000047027300,"Census Tract 273, Kings County, New York city, New York",1213,334,61,48,84,81,63,56,54,80,92,72,86,77,0,16,9
1,Total population,1580000US3651000047027400,3651000047027400,"Census Tract 274, Kings County, New York city, New York",1012,181,140,49,36,48,23,16,70,57,49,78,128,71,61,5,0
1,Total population,1580000US3651000047027500,3651000047027500,"Census Tract 275, Kings County, New York city, New York",1505,400,148,87,73,39,83,37,92,65,112,133,92,35,77,32,0
1,Total population,1580000US3651000047027600,3651000047027600,"Census Tract 276, Kings County, New York city, New York",1215,210,167,99,59,61,96,97,54,39,49,100,83,60,30,4,7
1,Total population,1580000US3651000047027700,3651000047027700,"Census Tract 277, Kings County, New York city, New York",1362,385,109,84,122,113,121,40,48,53,84,77,106,4,0,9,7
1,Total population,1580000US3651000047027800,3651000047027800,"Census Tract 278, Kings County, New York city, New York",1191,220,126,151,104,48,60,77,27,76,89,119,64,14,16,0,0
1,Total population,1580000US3651000047027900,3651000047027900,"Census Tract 279, Kings County, New York city, New York",1420,505,158,54,86,78,41,65,43,74,69,119,62,42,7,0,17
1,Total population,1580000US3651000047028000,3651000047028000,"Census Tract 280, Kings County, New York city, New York",610,112,37,27,22,31,35,29,18,35,50,82,51,34,7,26,14
1,Total population,1580000US3651000047028100,3651000047028100,"Census Tract 281, Kings County, New York city, New York",1178,510,134,102,119,113,94,8,17,17,25,24,9,0,0,0,6
1,Total population,1580000US3651000047028200,3651000047028200,"Census Tract 282, Kings County, New York city, New York",1226,194,96,53,93,50,60,89,57,82,175,119,92,47,8,3,8
1,Total population,1580000US3651000047028300,3651000047028300,"Census Tract 283, Kings County, New York city, New York",1224,508,150,88,128,69,93,6,18,32,35,14,51,0,0,20,12
1,Total population,1580000US3651000047028400,3651000047028400,"Census Tract 284, Kings County, New York city, New York",1421,233,189,72,55,149,57,77,50,112,40,129,159,34,31,20,14
1,Total population,1580000US3651000047028501,3651000047028501,"Census Tract 285.01, Kings County, New York city, New York",93,31,0,0,0,0,8,20,9,0,18,0,0,0,0,7,0
1,Total population,1580000US3651000047028502,3651000047028502,"Census Tract 285.02, Kings County, New York city, New York",1069,478,148,136,51,44,55,35,8,16,19,31,26,8,0,0,14
1,Total population,1580000US3651000047028600,3651000047028600,"Census Tract 286, Kings County, New York city, New York",2046,509,281,182,72,108,133,91,80,63,127,153,136,53,46,12,0
1,Total population,1580000US3651000047028700,3651000047028700,"Census Tract 287, Kings County, New York city, New York",926,362,83,113,62,35,38,7,24,19,47,79,30,20,0,7,0
1,Total population,1580000US3651000047028800,3651000047028800,"Census Tract 288, Kings County, New York city, New York",1124,157,115,135,62,60,58,43,39,73,78,96,83,46,54,10,15
1,Total population,1580000US3651000047028900,3651000047028900,"Census Tract 289, Kings County, New York city, New York",1190,391,111,79,115,27,49,65,40,61,112,62,43,0,23,12,0
1,Total population,1580000US3651000047029000,3651000047029000,"Census Tract 290, Kings County, New York city, New York",1523,237,171,141,150,86,64,101,90,65,144,101,86,20,34,26,7
1,Total population,1580000US3651000047029100,3651000047029100,"Census Tract 291, Kings County, New York city, New York",973,273,63,46,68,119,41,67,23,44,30,78,59,15,5,42,0
1,Total population,1580000US3651000047029200,3651000047029200,"Census Tract 292, Kings County, New York city, New York",914,178,118,98,52,48,44,50,13,20,92,51,79,58,8,5,0
1,Total population,1580000US3651000047029300,3651000047029300,"Census Tract 293, Kings County, New York city, New York",1274,373,155,63,80,75,117,78,65,17,65,67,81,25,0,0,13
1,Total population,1580000US3651000047029400,3651000047029400,"Census Tract 294, Kings County, New York city, New York",552,95,34,51,11,11,51,22,23,9,68,40,48,17,27,25,20
1,Total population,1580000US3651000047029500,3651000047029500,"Census Tract 295, Kings County, New York city, New York",1534,316,115,101,92,95,139,119,52,70,73,149,107,46,26,18,16
1,Total population,1580000US3651000047029600,3651000047029600,"Census Tract 296, Kings County, New York city, New York",2070,282,222,170,97,94,176,86,111,110,148,139,243,89,56,40,7
1,Total population,1580000US3651000047029700,3651000047029700,"Census Tract 297, Kings County, New York city, New York",1338,204,99,66,90,122,112,69,44,62,104,99,132,36,48,31,20
1,Total population,1580000US3651000047029800,3651000047029800,"Census Tract 298, Kings County, New York city, New York",1260,193,126,71,85,72,124,41,37,19,119,156,101,64,27,25,0
1,Total population,1580000US3651000047029900,3651000047029900,"Census Tract 299, Kings County, New York city, New York",438,110,55,30,20,43,26,9,0,4,45,13,22,29,18,6,8
1,Total population,1580000US3651000047030000,3651000047030000,"Census Tract 300, Kings County, New York city, New York",1290,200,111,83,69,50,77,64,85,57,102,122,164,47,33,12,14
1,Total population,1580000US3651000047030100,3651000047030100,"Census Tract 301, Kings County, New York city, New York",908,276,40,42,19,63,61,73,5,34,65,100,97,15,0,18,0
1,Total population,1580000US3651000047030200,3651000047030200,"Census Tract 302, Kings County, New York city, New York",1448,219,96,106,87,78,79,61,75,64,84,161,123,109,50,42,14
1,Total population,1580000US3651000047030300,3651000047030300,"Census Tract 303, Kings County, New York city, New York",1163,428,153,76,39,69,104,43,40,42,73,45,33,18,0,0,0
1,Total population,1580000US3651000047030400,3651000047030400,"Census Tract 304, Kings County, New York city, New York",1589,242,253,87,52,74,70,99,100,67,68,159,163,101,22,24,8
1,Total population,1580000US3651000047030600,3651000047030600,"Census Tract 306, Kings County, New York city, New York",637,78,72,56,49,29,31,24,20,33,69,61,58,36,0,21,0
1,Total population,1580000US3651000047030700,3651000047030700,"Census Tract 307, Kings County, New York city, New York",1544,746,181,127,108,72,44,23,46,23,25,67,32,14,12,0,24
1,Total population,1580000US3651000047030800,3651000047030800,"Census Tract 308, Kings County, New York city, New York",736,118,70,53,66,52,50,45,41,53,61,46,57,19,5,0,0
1,Total population,1580000US3651000047030900,3651000047030900,"Census Tract 309, Kings County, New York city, New York",545,260,29,49,15,56,19,32,0,32,20,14,0,8,0,0,11
1,Total population,1580000US3651000047031100,3651000047031100,"Census Tract 311, Kings County, New York city, New York",1092,282,91,84,88,125,165,40,11,9,12,78,67,40,0,0,0
1,Total population,1580000US3651000047031300,3651000047031300,"Census Tract 313, Kings County, New York city, New York",2123,519,252,146,232,196,155,98,119,72,125,77,84,42,3,0,3
1,Total population,1580000US3651000047031400,3651000047031400,"Census Tract 314, Kings County, New York city, New York",1940,309,126,159,219,112,122,173,58,97,98,149,131,62,34,44,47
1,Total population,1580000US3651000047031500,3651000047031500,"Census Tract 315, Kings County, New York city, New York",2286,577,160,137,203,213,191,179,97,125,56,140,57,43,33,13,62
1,Total population,1580000US3651000047031701,3651000047031701,"Census Tract 317.01, Kings County, New York city, New York",1449,346,104,118,126,68,92,78,90,79,101,78,79,30,43,8,9
1,Total population,1580000US3651000047031702,3651000047031702,"Census Tract 317.02, Kings County, New York city, New York",1310,263,93,93,146,57,100,79,84,88,52,96,94,22,18,4,21
1,Total population,1580000US3651000047031900,3651000047031900,"Census Tract 319, Kings County, New York city, New York",1427,198,74,114,89,116,176,98,101,50,51,128,103,91,0,31,7
1,Total population,1580000US3651000047032100,3651000047032100,"Census Tract 321, Kings County, New York city, New York",1962,333,138,204,122,250,138,155,57,71,85,189,107,22,46,0,45
1,Total population,1580000US3651000047032300,3651000047032300,"Census Tract 323, Kings County, New York city, New York",1418,198,113,92,100,215,106,75,68,43,102,125,95,20,37,16,13
1,Total population,1580000US3651000047032500,3651000047032500,"Census Tract 325, Kings County, New York city, New York",2447,581,187,127,216,182,222,167,133,69,127,284,61,33,0,19,39
1,Total population,1580000US3651000047032600,3651000047032600,"Census Tract 326, Kings County, New York city, New York",2322,992,280,158,135,79,88,106,96,81,90,80,102,10,25,0,0
1,Total population,1580000US3651000047032700,3651000047032700,"Census Tract 327, Kings County, New York city, New York",1468,264,78,110,106,115,112,81,44,67,110,157,139,6,49,25,5
1,Total population,1580000US3651000047032800,3651000047032800,"Census Tract 328, Kings County, New York city, New York",1046,362,62,56,46,8,71,50,98,20,62,83,52,42,25,9,0
1,Total population,1580000US3651000047032900,3651000047032900,"Census Tract 329, Kings County, New York city, New York",2191,489,141,148,183,240,137,217,127,46,133,107,124,60,0,21,18
1,Total population,1580000US3651000047033000,3651000047033000,"Census Tract 330, Kings County, New York city, New York",1747,516,211,138,170,131,66,71,47,55,130,86,77,31,12,0,6
1,Total population,1580000US3651000047033100,3651000047033100,"Census Tract 331, Kings County, New York city, New York",1547,424,86,95,113,173,104,91,55,68,115,118,68,17,0,4,16
1,Total population,1580000US3651000047033300,3651000047033300,"Census Tract 333, Kings County, New York city, New York",1293,209,73,59,41,167,77,124,53,77,130,78,109,33,21,23,19
1,Total population,1580000US3651000047033500,3651000047033500,"Census Tract 335, Kings County, New York city, New York",893,83,96,88,54,44,65,65,16,29,82,87,64,74,33,13,0
1,Total population,1580000US3651000047033600,3651000047033600,"Census Tract 336, Kings County, New York city, New York",1912,499,103,76,148,85,66,60,120,103,142,169,149,79,44,47,22
1,Total population,1580000US3651000047033700,3651000047033700,"Census Tract 337, Kings County, New York city, New York",1415,266,76,125,153,64,122,106,70,67,123,119,54,32,8,30,0
1,Total population,1580000US3651000047033900,3651000047033900,"Census Tract 339, Kings County, New York city, New York",1739,369,86,89,84,62,100,146,111,127,156,135,108,56,41,20,49
1,Total population,1580000US3651000047034000,3651000047034000,"Census Tract 340, Kings County, New York city, New York",659,217,94,86,66,69,43,5,0,15,29,5,8,13,0,0,9
1,Total population,1580000US3651000047034100,3651000047034100,"Census Tract 341, Kings County, New York city, New York",974,162,47,67,137,58,52,23,128,35,58,77,52,54,9,7,8
1,Total population,1580000US3651000047034200,3651000047034200,"Census Tract 342, Kings County, New York city, New York",2842,1414,395,181,126,78,171,76,76,63,73,61,63,33,23,0,9
1,Total population,1580000US3651000047034300,3651000047034300,"Census Tract 343, Kings County, New York city, New York",1903,668,190,177,146,132,75,54,74,65,64,127,91,23,0,11,6
1,Total population,1580000US3651000047034500,3651000047034500,"Census Tract 345, Kings County, New York city, New York",959,195,34,97,90,32,49,65,51,34,105,88,91,19,5,4,0
1,Total population,1580000US3651000047034700,3651000047034700,"Census Tract 347, Kings County, New York city, New York",1210,489,94,113,101,57,93,86,20,16,101,7,13,0,0,8,12
1,Total population,1580000US3651000047034801,3651000047034801,"Census Tract 348.01, Kings County, New York city, New York",343,95,14,24,15,37,27,6,37,13,27,10,9,0,16,6,7
1,Total population,1580000US3651000047034802,3651000047034802,"Census Tract 348.02, Kings County, New York city, New York",300,116,31,21,33,25,0,30,15,0,0,20,9,0,0,0,0
1,Total population,1580000US3651000047034900,3651000047034900,"Census Tract 349, Kings County, New York city, New York",1937,433,191,96,108,193,143,111,64,68,143,226,80,26,26,9,20
1,Total population,1580000US3651000047035000,3651000047035000,"Census Tract 350, Kings County, New York city, New York",1569,337,200,121,98,111,91,68,68,83,106,125,64,34,28,0,35
1,Total population,1580000US3651000047035100,3651000047035100,"Census Tract 351, Kings County, New York city, New York",1676,374,191,127,106,137,132,88,76,115,54,139,89,26,0,22,0
1,Total population,1580000US3651000047035200,3651000047035200,"Census Tract 352, Kings County, New York city, New York",445,249,93,39,27,0,6,6,0,19,0,6,0,0,0,0,0
1,Total population,1580000US3651000047035300,3651000047035300,"Census Tract 353, Kings County, New York city, New York",1831,391,171,146,120,187,150,70,174,21,182,48,87,36,0,29,19
1,Total population,1580000US3651000047035400,3651000047035400,"Census Tract 354, Kings County, New York city, New York",2866,382,341,272,269,224,163,167,123,83,170,249,224,99,53,31,16
1,Total population,1580000US3651000047035500,3651000047035500,"Census Tract 355, Kings County, New York city, New York",1866,430,120,175,114,163,129,152,68,83,165,110,66,52,7,18,14
1,Total population,1580000US3651000047035600,3651000047035600,"Census Tract 356, Kings County, New York city, New York",4301,727,527,385,309,181,294,221,288,122,301,354,312,115,61,45,59
1,Total population,1580000US3651000047035700,3651000047035700,"Census Tract 357, Kings County, New York city, New York",815,214,111,87,83,43,32,53,31,8,57,54,20,8,0,7,7
1,Total population,1580000US3651000047035900,3651000047035900,"Census Tract 359, Kings County, New York city, New York",1839,641,86,220,173,103,148,93,104,70,36,94,71,0,0,0,0
1,Total population,1580000US3651000047036001,3651000047036001,"Census Tract 360.01, Kings County, New York city, New York",1774,531,286,77,86,148,89,21,90,60,121,99,67,34,19,26,20
1,Total population,1580000US3651000047036002,3651000047036002,"Census Tract 360.02, Kings County, New York city, New York",2218,793,487,231,98,112,101,68,17,42,66,76,45,40,17,15,10
1,Total population,1580000US3651000047036100,3651000047036100,"Census Tract 361, Kings County, New York city, New York",1068,405,106,59,58,78,52,98,32,54,50,45,31,0,0,0,0
1,Total population,1580000US3651000047036200,3651000047036200,"Census Tract 362, Kings County, New York city, New York",1605,528,170,121,100,110,118,43,78,57,53,78,52,41,41,15,0
1,Total population,1580000US3651000047036300,3651000047036300,"Census Tract 363, Kings County, New York city, New York",1180,521,129,78,68,88,79,29,31,35,42,29,38,13,0,0,0
1,Total population,1580000US3651000047036400,3651000047036400,"Census Tract 364, Kings County, New York city, New York",903,253,110,95,42,64,27,54,11,6,85,87,24,16,11,18,0
1,Total population,1580000US3651000047036501,3651000047036501,"Census Tract 365.01, Kings County, New York city, New York",966,403,34,24,89,72,44,45,35,70,41,31,57,12,0,0,9
1,Total population,1580000US3651000047036502,3651000047036502,"Census Tract 365.02, Kings County, New York city, New York",295,86,27,8,18,28,5,12,20,19,10,34,15,9,4,0,0
1,Total population,1580000US3651000047036600,3651000047036600,"Census Tract 366, Kings County, New York city, New York",1290,211,160,103,104,50,69,47,72,48,95,135,121,46,7,22,0
1,Total population,1580000US3651000047036700,3651000047036700,"Census Tract 367, Kings County, New York city, New York",530,169,46,44,35,24,41,26,0,42,37,14,26,13,6,7,0
1,Total population,1580000US3651000047036900,3651000047036900,"Census Tract 369, Kings County, New York city, New York",1616,571,118,75,156,142,93,77,72,53,123,44,34,32,9,17,0
1,Total population,1580000US3651000047037000,3651000047037000,"Census Tract 370, Kings County, New York city, New York",1594,162,128,144,83,96,91,112,72,66,146,143,111,140,60,21,19
1,Total population,1580000US3651000047037100,3651000047037100,"Census Tract 371, Kings County, New York city, New York",1303,353,77,99,159,89,65,35,30,79,94,96,65,55,7,0,0
1,Total population,1580000US3651000047037300,3651000047037300,"Census Tract 373, Kings County, New York city, New York",1596,516,141,114,118,77,126,70,108,44,78,86,41,35,19,8,15
1,Total population,1580000US3651000047037400,3651000047037400,"Census Tract 374, Kings County, New York city, New York",4101,636,556,231,140,192,192,248,282,205,349,375,263,267,87,41,37
1,Total population,1580000US3651000047037500,3651000047037500,"Census Tract 375, Kings County, New York city, New York",930,326,81,48,86,49,46,19,16,27,72,70,58,12,5,0,15
1,Total population,1580000US3651000047037700,3651000047037700,"Census Tract 377, Kings County, New York city, New York",1289,281,51,46,64,100,110,64,79,48,66,105,152,55,15,48,5
1,Total population,1580000US3651000047037900,3651000047037900,"Census Tract 379, Kings County, New York city, New York",1082,259,55,118,53,23,64,68,64,32,89,124,57,36,16,24,0
1,Total population,1580000US3651000047038100,3651000047038100,"Census Tract 381, Kings County, New York city, New York",1776,534,271,172,81,92,122,53,72,76,112,79,39,43,8,22,0
1,Total population,1580000US3651000047038200,3651000047038200,"Census Tract 382, Kings County, New York city, New York",1966,772,186,158,156,162,131,59,77,72,22,46,33,21,49,7,15
1,Total population,1580000US3651000047038300,3651000047038300,"Census Tract 383, Kings County, New York city, New York",1490,303,75,40,110,102,98,99,69,77,151,129,168,31,33,5,0
1,Total population,1580000US3651000047038500,3651000047038500,"Census Tract 385, Kings County, New York city, New York",1384,355,147,111,110,71,93,82,65,31,60,88,68,80,5,13,5
1,Total population,1580000US3651000047038600,3651000047038600,"Census Tract 386, Kings County, New York city, New York",1190,225,102,125,115,87,18,84,61,38,69,121,60,66,9,10,0
1,Total population,1580000US3651000047038700,3651000047038700,"Census Tract 387, Kings County, New York city, New York",1318,402,134,51,139,78,71,55,27,39,63,77,111,34,21,6,10
1,Total population,1580000US3651000047038800,3651000047038800,"Census Tract 388, Kings County, New York city, New York",1497,204,153,84,89,60,95,115,57,58,162,132,161,62,47,14,4
1,Total population,1580000US3651000047038900,3651000047038900,"Census Tract 389, Kings County, New York city, New York",716,164,77,47,65,89,80,36,37,39,24,41,17,0,0,0,0
1,Total population,1580000US3651000047039000,3651000047039000,"Census Tract 390, Kings County, New York city, New York",847,109,83,59,8,88,37,60,93,36,42,96,64,12,8,9,43
1,Total population,1580000US3651000047039100,3651000047039100,"Census Tract 391, Kings County, New York city, New York",404,146,64,20,0,36,14,36,16,7,40,6,0,7,5,0,7
1,Total population,1580000US3651000047039200,3651000047039200,"Census Tract 392, Kings County, New York city, New York",1027,203,85,64,89,52,79,67,65,57,14,109,59,39,11,11,23
1,Total population,1580000US3651000047039300,3651000047039300,"Census Tract 393, Kings County, New York city, New York",893,245,86,84,42,26,43,54,36,34,88,55,62,31,0,0,7
1,Total population,1580000US3651000047039400,3651000047039400,"Census Tract 394, Kings County, New York city, New York",873,215,77,75,44,41,32,48,18,64,48,86,31,35,26,6,27
1,Total population,1580000US3651000047039500,3651000047039500,"Census Tract 395, Kings County, New York city, New York",1213,333,149,114,106,59,58,112,37,23,88,68,37,14,3,4,8
1,Total population,1580000US3651000047039600,3651000047039600,"Census Tract 396, Kings County, New York city, New York",731,100,60,78,36,72,33,24,37,21,108,62,26,39,10,18,7
1,Total population,1580000US3651000047039700,3651000047039700,"Census Tract 397, Kings County, New York city, New York",1139,242,136,159,100,75,86,43,76,49,60,58,38,10,7,0,0
1,Total population,1580000US3651000047039800,3651000047039800,"Census Tract 398, Kings County, New York city, New York",823,149,62,73,87,28,35,48,67,21,71,67,52,42,14,7,0
1,Total population,1580000US3651000047039900,3651000047039900,"Census Tract 399, Kings County, New York city, New York",1161,497,58,78,71,98,76,52,23,41,41,21,51,20,19,8,7
1,Total population,1580000US3651000047040000,3651000047040000,"Census Tract 400, Kings County, New York city, New York",1073,156,147,96,71,58,38,45,79,62,58,91,85,46,24,17,0
1,Total population,1580000US3651000047040100,3651000047040100,"Census Tract 401, Kings County, New York city, New York",958,345,47,66,107,66,80,70,40,26,6,39,35,16,0,9,6
1,Total population,1580000US3651000047040200,3651000047040200,"Census Tract 402, Kings County, New York city, New York",843,89,82,33,61,66,60,31,74,20,67,129,65,31,20,15,0
1,Total population,1580000US3651000047040300,3651000047040300,"Census Tract 403, Kings County, New York city, New York",1046,238,101,108,54,75,45,59,75,13,74,67,76,40,0,21,0
1,Total population,1580000US3651000047040400,3651000047040400,"Census Tract 404, Kings County, New York city, New York",783,150,20,47,52,65,35,26,34,80,71,43,74,31,30,16,9
1,Total population,1580000US3651000047040500,3651000047040500,"Census Tract 405, Kings County, New York city, New York",427,64,47,44,29,22,15,29,51,22,52,32,7,5,8,0,0
1,Total population,1580000US3651000047040600,3651000047040600,"Census Tract 406, Kings County, New York city, New York",1229,145,163,115,61,72,106,37,56,38,83,159,108,37,7,27,15
1,Total population,1580000US3651000047040800,3651000047040800,"Census Tract 408, Kings County, New York city, New York",1041,164,109,74,89,34,62,37,60,36,124,106,74,37,14,21,0
1,Total population,1580000US3651000047040900,3651000047040900,"Census Tract 409, Kings County, New York city, New York",1064,279,153,46,62,82,88,46,86,29,48,61,52,20,0,0,12
