Id,Population Group,Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Male:,Income in 1999 below poverty level: - Male: - 15 years,Income in 1999 below poverty level: - Male: - 16 and 17 years,Income in 1999 below poverty level: - Male: - 18 to 24 years,Income in 1999 below poverty level: - Male: - 25 to 34 years,Income in 1999 below poverty level: - Male: - 35 to 44 years,Income in 1999 below poverty level: - Male: - 45 to 54 years,Income in 1999 below poverty level: - Male: - 55 to 64 years,Income in 1999 below poverty level: - Male: - 65 to 74 years,Income in 1999 below poverty level: - Male: - 75 years and over,Income in 1999 below poverty level: - Female:,Income in 1999 below poverty level: - Female: - 15 years,Income in 1999 below poverty level: - Female: - 16 and 17 years,Income in 1999 below poverty level: - Female: - 18 to 24 years,Income in 1999 below poverty level: - Female: - 25 to 34 years,Income in 1999 below poverty level: - Female: - 35 to 44 years,Income in 1999 below poverty level: - Female: - 45 to 54 years,Income in 1999 below poverty level: - Female: - 55 to 64 years,Income in 1999 below poverty level: - Female: - 65 to 74 years,Income in 1999 below poverty level: - Female: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Male:,Income in 1999 at or above poverty level: - Male: - 15 years,Income in 1999 at or above poverty level: - Male: - 16 and 17 years,Income in 1999 at or above poverty level: - Male: - 18 to 24 years,Income in 1999 at or above poverty level: - Male: - 25 to 34 years,Income in 1999 at or above poverty level: - Male: - 35 to 44 years,Income in 1999 at or above poverty level: - Male: - 45 to 54 years,Income in 1999 at or above poverty level: - Male: - 55 to 64 years,Income in 1999 at or above poverty level: - Male: - 65 to 74 years,Income in 1999 at or above poverty level: - Male: - 75 years and over,Income in 1999 at or above poverty level: - Female:,Income in 1999 at or above poverty level: - Female: - 15 years,Income in 1999 at or above poverty level: - Female: - 16 and 17 years,Income in 1999 at or above poverty level: - Female: - 18 to 24 years,Income in 1999 at or above poverty level: - Female: - 25 to 34 years,Income in 1999 at or above poverty level: - Female: - 35 to 44 years,Income in 1999 at or above poverty level: - Female: - 45 to 54 years,Income in 1999 at or above poverty level: - Female: - 55 to 64 years,Income in 1999 at or above poverty level: - Female: - 65 to 74 years,Income in 1999 at or above poverty level: - Female: - 75 years and over
1,Total population,1580000US3651000047027200,3651000047027200,"Census Tract 272, Kings County, New York city, New York",371,171,59,0,0,0,23,0,0,9,20,7,112,0,0,17,6,0,9,6,18,56,200,75,0,0,0,15,15,24,0,5,16,125,0,0,0,17,39,12,12,18,27
1,Total population,1580000US3651000047027300,3651000047027300,"Census Tract 273, Kings County, New York city, New York",683,303,136,0,8,0,7,35,9,23,27,27,167,0,0,29,19,14,12,31,14,48,380,152,0,0,0,53,42,46,11,0,0,228,0,0,27,6,49,65,19,28,34
1,Total population,1580000US3651000047027400,3651000047027400,"Census Tract 274, Kings County, New York city, New York",295,92,33,0,0,0,8,7,0,8,5,5,59,0,0,9,6,11,5,14,5,9,203,52,0,0,13,14,14,0,0,11,0,151,0,0,0,11,32,32,21,10,45
1,Total population,1580000US3651000047027500,3651000047027500,"Census Tract 275, Kings County, New York city, New York",1012,374,227,0,7,19,44,75,35,25,11,11,147,0,0,0,18,27,16,18,44,24,638,339,0,0,7,47,147,48,44,19,27,299,0,0,23,99,39,49,0,29,60
1,Total population,1580000US3651000047027600,3651000047027600,"Census Tract 276, Kings County, New York city, New York",433,165,96,0,0,10,29,12,12,9,15,9,69,0,0,5,0,14,0,12,0,38,268,143,0,0,21,28,24,24,9,27,10,125,0,0,11,31,9,0,32,12,30
1,Total population,1580000US3651000047027700,3651000047027700,"Census Tract 277, Kings County, New York city, New York",639,287,151,0,0,0,24,46,30,32,9,10,136,0,0,22,0,29,32,0,38,15,352,151,0,0,0,68,24,11,17,18,13,201,0,0,41,51,17,59,25,8,0
1,Total population,1580000US3651000047027800,3651000047027800,"Census Tract 278, Kings County, New York city, New York",505,126,20,0,0,6,0,7,0,0,0,7,106,0,0,0,21,15,6,9,18,37,379,162,0,0,5,24,45,26,44,10,8,217,0,0,0,15,19,30,39,40,74
1,Total population,1580000US3651000047027900,3651000047027900,"Census Tract 279, Kings County, New York city, New York",621,309,168,0,5,0,4,59,43,32,12,13,141,0,0,7,11,60,12,14,13,24,312,136,0,0,10,39,41,0,15,19,12,176,0,0,8,21,17,48,8,25,49
1,Total population,1580000US3651000047028000,3651000047028000,"Census Tract 280, Kings County, New York city, New York",312,88,40,0,0,0,13,0,12,0,15,0,48,0,0,0,0,0,6,13,29,0,224,93,0,0,0,6,19,27,8,0,33,131,0,0,0,31,16,24,5,8,47
1,Total population,1580000US3651000047028100,3651000047028100,"Census Tract 281, Kings County, New York city, New York",400,252,45,0,0,0,8,19,11,0,7,0,207,0,7,28,8,24,24,67,9,40,148,79,0,0,0,44,10,18,0,7,0,69,0,0,16,7,0,6,40,0,0
1,Total population,1580000US3651000047028200,3651000047028200,"Census Tract 282, Kings County, New York city, New York",494,107,40,0,0,0,16,0,0,11,6,7,67,0,0,0,17,24,6,0,0,20,387,171,0,0,6,42,63,27,9,11,13,216,0,0,0,14,41,40,34,48,39
1,Total population,1580000US3651000047028300,3651000047028300,"Census Tract 283, Kings County, New York city, New York",504,292,102,0,0,7,8,28,20,15,24,0,190,0,0,18,14,6,40,78,10,24,212,121,0,0,7,25,49,30,10,0,0,91,0,0,0,0,13,22,26,21,9
1,Total population,1580000US3651000047028400,3651000047028400,"Census Tract 284, Kings County, New York city, New York",556,171,45,0,11,7,0,5,3,6,13,0,126,0,0,15,9,8,16,24,13,41,385,227,0,8,50,54,44,29,13,7,22,158,0,0,8,32,8,30,19,31,30
1,Total population,1580000US3651000047028501,3651000047028501,"Census Tract 285.01, Kings County, New York city, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Total population,1580000US3651000047028502,3651000047028502,"Census Tract 285.02, Kings County, New York city, New York",552,377,189,0,0,0,6,62,68,20,16,17,188,0,0,0,23,0,36,72,36,21,175,69,0,0,0,14,32,0,12,11,0,106,0,0,0,0,24,27,13,37,5
1,Total population,1580000US3651000047028600,3651000047028600,"Census Tract 286, Kings County, New York city, New York",846,416,141,0,0,19,24,22,0,8,58,10,275,0,2,24,2,23,0,62,66,96,430,216,0,0,12,66,27,43,57,11,0,214,0,0,0,26,50,30,38,10,60
1,Total population,1580000US3651000047028700,3651000047028700,"Census Tract 287, Kings County, New York city, New York",757,405,211,0,0,32,33,63,29,39,0,15,194,0,12,19,15,20,52,22,38,16,352,228,0,0,79,24,81,18,10,7,9,124,0,0,6,30,24,14,36,6,8
1,Total population,1580000US3651000047028800,3651000047028800,"Census Tract 288, Kings County, New York city, New York",468,162,96,1,10,21,11,7,9,9,23,5,66,0,0,0,5,0,5,6,21,29,306,218,0,4,81,58,37,15,5,7,11,88,0,0,0,24,0,12,5,32,15
1,Total population,1580000US3651000047028900,3651000047028900,"Census Tract 289, Kings County, New York city, New York",495,236,115,0,0,12,9,24,27,19,11,13,121,0,0,9,13,8,9,29,7,46,259,155,0,0,0,36,25,21,46,6,21,104,0,0,0,20,9,0,42,11,22
1,Total population,1580000US3651000047029000,3651000047029000,"Census Tract 290, Kings County, New York city, New York",711,198,60,0,0,0,8,5,5,0,15,27,138,0,0,24,0,9,22,15,43,25,513,211,0,0,21,54,40,41,23,6,26,302,0,0,40,49,6,23,33,46,105
1,Total population,1580000US3651000047029100,3651000047029100,"Census Tract 291, Kings County, New York city, New York",372,204,121,0,3,5,27,62,8,9,7,0,83,0,3,6,16,14,11,18,0,15,168,121,0,0,7,45,27,34,0,8,0,47,0,0,7,17,10,13,0,0,0
1,Total population,1580000US3651000047029200,3651000047029200,"Census Tract 292, Kings County, New York city, New York",429,137,39,0,0,0,0,13,0,0,20,6,98,0,0,0,6,8,10,17,37,20,292,149,0,0,5,45,53,40,0,0,6,143,0,0,0,45,24,4,5,14,51
1,Total population,1580000US3651000047029300,3651000047029300,"Census Tract 293, Kings County, New York city, New York",644,275,99,0,0,0,24,13,0,33,0,29,176,2,0,25,2,18,51,21,47,10,369,214,0,0,16,23,47,77,11,19,21,155,0,0,5,13,23,39,14,14,47
1,Total population,1580000US3651000047029400,3651000047029400,"Census Tract 294, Kings County, New York city, New York",192,41,6,0,0,0,0,0,0,6,0,0,35,0,0,0,6,0,0,7,8,14,151,88,0,0,6,26,18,20,11,0,7,63,0,0,0,0,0,6,14,15,28
1,Total population,1580000US3651000047029500,3651000047029500,"Census Tract 295, Kings County, New York city, New York",885,313,161,0,0,30,17,55,34,6,9,10,152,0,0,0,0,16,27,72,30,7,572,286,0,0,34,47,52,69,47,9,28,286,0,0,25,66,39,44,47,9,56
1,Total population,1580000US3651000047029600,3651000047029600,"Census Tract 296, Kings County, New York city, New York",894,267,75,0,0,10,13,17,7,0,18,10,192,0,0,0,20,8,34,31,46,53,627,285,0,0,0,84,32,86,40,34,9,342,0,0,13,39,24,25,100,21,120
1,Total population,1580000US3651000047029700,3651000047029700,"Census Tract 297, Kings County, New York city, New York",687,125,72,0,0,8,0,37,8,11,8,0,53,0,6,0,0,0,9,9,18,11,562,232,0,0,19,77,41,54,27,0,14,330,0,0,24,71,35,74,49,20,57
1,Total population,1580000US3651000047029800,3651000047029800,"Census Tract 298, Kings County, New York city, New York",474,166,64,0,0,18,24,4,7,5,0,6,102,0,0,0,17,9,30,0,21,25,308,157,0,0,18,25,45,12,0,29,28,151,0,0,16,16,9,24,13,10,63
1,Total population,1580000US3651000047029900,3651000047029900,"Census Tract 299, Kings County, New York city, New York",210,74,30,0,0,0,5,0,13,6,6,0,44,0,0,0,0,0,26,0,9,9,136,80,0,0,0,9,29,13,14,15,0,56,0,0,17,0,5,0,22,12,0
1,Total population,1580000US3651000047030000,3651000047030000,"Census Tract 300, Kings County, New York city, New York",492,173,54,0,0,0,14,20,8,6,6,0,119,0,0,11,16,14,18,0,19,41,319,137,0,0,13,51,26,7,12,15,13,182,0,0,4,41,15,10,41,47,24
1,Total population,1580000US3651000047030100,3651000047030100,"Census Tract 301, Kings County, New York city, New York",528,235,142,0,5,31,17,18,36,6,20,9,93,0,5,12,20,5,0,24,8,19,293,102,0,0,0,45,15,26,8,0,8,191,0,0,0,37,52,55,17,11,19
1,Total population,1580000US3651000047030200,3651000047030200,"Census Tract 302, Kings County, New York city, New York",440,119,42,0,0,4,13,0,0,6,19,0,77,0,0,9,7,2,7,23,0,29,321,141,0,0,17,20,31,17,6,17,33,180,0,0,0,19,36,25,14,18,68
1,Total population,1580000US3651000047030300,3651000047030300,"Census Tract 303, Kings County, New York city, New York",593,338,112,0,6,16,16,57,9,0,8,0,226,0,35,31,19,56,0,34,17,34,255,115,0,0,14,8,33,23,0,23,14,140,0,0,19,36,7,25,17,22,14
1,Total population,1580000US3651000047030400,3651000047030400,"Census Tract 304, Kings County, New York city, New York",633,185,85,0,0,16,0,32,23,4,0,10,100,0,0,10,0,27,8,0,24,31,448,170,0,0,0,30,35,34,26,17,28,278,0,0,12,37,35,41,22,8,123
1,Total population,1580000US3651000047030600,3651000047030600,"Census Tract 306, Kings County, New York city, New York",197,57,34,0,0,0,10,19,0,0,5,0,23,0,0,0,0,17,0,0,0,6,140,81,0,0,0,8,28,5,28,5,7,59,0,0,0,0,19,8,0,14,18
1,Total population,1580000US3651000047030700,3651000047030700,"Census Tract 307, Kings County, New York city, New York",743,363,141,0,0,0,20,23,18,50,7,23,222,0,0,5,27,48,7,41,48,46,380,135,0,0,5,28,12,35,21,9,25,245,0,0,28,34,0,31,30,47,75
1,Total population,1580000US3651000047030800,3651000047030800,"Census Tract 308, Kings County, New York city, New York",284,94,42,0,0,0,30,0,0,0,12,0,52,0,0,9,0,0,8,16,6,13,190,80,0,0,0,21,14,13,0,18,14,110,0,0,16,0,0,21,16,13,44
1,Total population,1580000US3651000047030900,3651000047030900,"Census Tract 309, Kings County, New York city, New York",300,190,101,0,0,0,0,37,16,16,32,0,89,0,0,0,11,0,24,22,15,17,110,59,0,0,0,18,25,0,16,0,0,51,0,0,16,0,0,15,20,0,0
1,Total population,1580000US3651000047031100,3651000047031100,"Census Tract 311, Kings County, New York city, New York",748,300,149,0,0,7,23,50,36,12,11,10,151,9,0,47,21,8,25,28,0,13,448,309,0,0,27,40,67,75,50,50,0,139,0,0,10,11,41,9,32,8,28
1,Total population,1580000US3651000047031300,3651000047031300,"Census Tract 313, Kings County, New York city, New York",1415,490,232,0,0,9,40,33,82,51,10,7,258,0,0,11,7,17,31,39,77,76,925,446,0,0,28,59,138,75,43,61,42,479,0,0,30,95,69,138,34,33,80
1,Total population,1580000US3651000047031400,3651000047031400,"Census Tract 314, Kings County, New York city, New York",907,201,132,0,0,0,40,44,15,10,12,11,69,0,0,18,0,0,0,13,0,38,706,328,0,0,32,45,27,95,10,65,54,378,0,0,0,0,8,51,57,78,184
1,Total population,1580000US3651000047031500,3651000047031500,"Census Tract 315, Kings County, New York city, New York",1227,474,201,0,7,22,28,38,45,45,0,16,273,0,0,0,61,93,48,0,31,40,753,288,0,0,0,59,102,50,33,35,9,465,0,0,12,114,68,101,91,53,26
1,Total population,1580000US3651000047031701,3651000047031701,"Census Tract 317.01, Kings County, New York city, New York",822,260,128,0,0,23,21,9,24,35,0,16,132,0,0,21,19,12,18,38,0,24,562,224,0,0,25,6,80,63,20,16,14,338,0,0,15,62,69,93,15,53,31
1,Total population,1580000US3651000047031702,3651000047031702,"Census Tract 317.02, Kings County, New York city, New York",827,215,65,0,0,0,0,8,12,28,9,8,150,0,0,15,39,8,44,0,18,26,612,300,0,0,25,17,94,54,40,49,21,312,0,0,31,42,77,46,62,36,18
1,Total population,1580000US3651000047031900,3651000047031900,"Census Tract 319, Kings County, New York city, New York",497,64,25,0,0,13,5,0,0,7,0,0,39,0,0,0,0,0,0,14,13,12,433,170,0,0,0,29,33,46,30,32,0,263,0,0,0,47,43,28,45,57,43
1,Total population,1580000US3651000047032100,3651000047032100,"Census Tract 321, Kings County, New York city, New York",837,209,86,0,0,0,63,2,1,11,9,0,123,0,0,0,0,24,18,12,31,38,628,276,0,0,18,47,46,96,29,17,23,352,0,0,29,60,62,18,62,62,59
1,Total population,1580000US3651000047032300,3651000047032300,"Census Tract 323, Kings County, New York city, New York",627,153,54,0,0,9,12,10,0,23,0,0,99,0,8,24,22,11,6,0,7,21,474,166,0,0,0,59,49,0,21,19,18,308,0,0,7,34,85,39,74,48,21
1,Total population,1580000US3651000047032500,3651000047032500,"Census Tract 325, Kings County, New York city, New York",950,350,183,0,0,13,55,43,19,22,21,10,167,16,0,5,18,14,24,44,30,16,600,270,0,0,0,99,46,89,8,14,14,330,0,0,16,48,45,104,62,39,16
1,Total population,1580000US3651000047032600,3651000047032600,"Census Tract 326, Kings County, New York city, New York",949,628,262,0,0,16,52,70,21,40,34,29,366,0,8,30,19,80,43,80,67,39,321,187,0,0,14,47,52,22,24,28,0,134,0,0,9,6,8,35,19,49,8
1,Total population,1580000US3651000047032700,3651000047032700,"Census Tract 327, Kings County, New York city, New York",741,275,132,0,0,0,37,31,54,10,0,0,143,0,0,10,20,53,16,14,18,12,466,262,0,0,17,92,69,50,11,12,11,204,0,0,20,27,54,42,49,7,5
1,Total population,1580000US3651000047032800,3651000047032800,"Census Tract 328, Kings County, New York city, New York",291,195,107,0,0,22,8,50,5,14,8,0,88,10,0,0,30,0,0,17,22,9,96,23,0,0,0,8,0,9,0,6,0,73,0,0,0,10,25,17,6,9,6
1,Total population,1580000US3651000047032900,3651000047032900,"Census Tract 329, Kings County, New York city, New York",895,308,149,0,0,18,20,40,12,47,12,0,159,0,0,0,29,0,0,66,25,39,587,163,0,0,9,21,67,56,10,0,0,424,0,0,18,43,98,116,65,71,13
1,Total population,1580000US3651000047033000,3651000047033000,"Census Tract 330, Kings County, New York city, New York",525,229,106,0,0,9,0,52,27,0,6,12,123,0,8,0,20,8,36,17,27,7,296,77,0,0,0,33,4,4,6,17,13,219,0,0,0,25,15,49,41,43,46
1,Total population,1580000US3651000047033100,3651000047033100,"Census Tract 331, Kings County, New York city, New York",581,216,67,6,0,0,18,0,0,15,10,18,149,0,0,11,13,9,14,22,39,41,365,138,0,0,29,19,44,19,12,5,10,227,0,0,28,39,27,45,36,10,42
1,Total population,1580000US3651000047033300,3651000047033300,"Census Tract 333, Kings County, New York city, New York",421,134,59,0,0,10,18,0,24,0,7,0,75,0,0,16,0,0,11,11,11,26,287,131,0,0,20,22,29,21,16,9,14,156,0,0,11,23,14,39,30,24,15
1,Total population,1580000US3651000047033500,3651000047033500,"Census Tract 335, Kings County, New York city, New York",475,187,56,0,0,9,0,33,14,0,0,0,131,0,45,8,50,0,10,6,0,12,288,124,0,0,0,11,14,35,32,32,0,164,0,0,13,27,19,11,48,17,29
1,Total population,1580000US3651000047033600,3651000047033600,"Census Tract 336, Kings County, New York city, New York",1056,442,212,0,0,0,34,20,30,25,72,31,230,0,0,32,13,31,26,34,40,54,614,375,0,0,24,38,104,59,92,42,16,239,0,0,45,14,34,37,29,41,39
1,Total population,1580000US3651000047033700,3651000047033700,"Census Tract 337, Kings County, New York city, New York",613,244,126,0,0,0,9,55,0,24,17,21,118,0,0,16,0,3,7,14,24,54,369,144,0,0,0,49,43,21,22,9,0,225,0,0,0,52,19,71,25,30,28
1,Total population,1580000US3651000047033900,3651000047033900,"Census Tract 339, Kings County, New York city, New York",704,281,77,0,0,0,4,33,0,9,20,11,204,0,0,0,31,9,0,20,24,120,423,186,0,0,15,19,24,11,37,45,35,237,0,0,0,79,9,21,18,50,60
1,Total population,1580000US3651000047034000,3651000047034000,"Census Tract 340, Kings County, New York city, New York",359,140,61,0,0,0,11,14,23,7,6,0,79,0,0,0,6,0,0,21,32,20,219,121,0,0,0,0,22,74,18,7,0,98,0,0,0,0,0,45,19,20,14
1,Total population,1580000US3651000047034100,3651000047034100,"Census Tract 341, Kings County, New York city, New York",497,95,42,0,0,0,17,0,0,4,21,0,53,0,0,4,0,19,15,3,12,0,402,199,0,0,7,40,73,21,41,17,0,203,0,0,0,43,64,28,4,47,17
1,Total population,1580000US3651000047034200,3651000047034200,"Census Tract 342, Kings County, New York city, New York",1644,1041,416,0,0,16,58,10,70,67,113,82,625,0,11,0,25,36,29,121,220,183,603,285,0,0,13,77,46,43,36,37,33,318,0,0,9,19,49,35,46,98,62
1,Total population,1580000US3651000047034300,3651000047034300,"Census Tract 343, Kings County, New York city, New York",851,440,165,0,31,0,14,45,17,46,0,12,275,0,12,0,13,20,28,72,54,76,411,197,0,0,0,35,64,87,0,0,11,214,0,0,0,7,39,62,49,44,13
1,Total population,1580000US3651000047034500,3651000047034500,"Census Tract 345, Kings County, New York city, New York",571,204,65,0,0,0,8,0,0,24,13,20,139,0,0,22,21,16,13,31,23,13,367,102,0,0,0,37,26,17,0,0,22,265,0,0,22,66,32,40,28,51,26
1,Total population,1580000US3651000047034700,3651000047034700,"Census Tract 347, Kings County, New York city, New York",466,226,75,11,14,13,15,0,8,0,14,0,151,0,0,0,14,16,51,26,20,24,240,100,0,0,0,21,29,24,10,16,0,140,0,0,0,46,45,15,13,8,13
1,Total population,1580000US3651000047034801,3651000047034801,"Census Tract 348.01, Kings County, New York city, New York",161,79,54,4,13,18,0,6,0,0,7,6,25,0,0,0,6,0,8,0,0,11,82,53,0,0,0,26,20,0,0,0,7,29,0,0,0,0,19,0,0,0,10
1,Total population,1580000US3651000047034802,3651000047034802,"Census Tract 348.02, Kings County, New York city, New York",160,66,28,0,0,0,7,0,0,21,0,0,38,0,0,0,0,0,8,9,11,10,94,65,0,0,11,13,41,0,0,0,0,29,0,0,18,0,0,0,0,11,0
1,Total population,1580000US3651000047034900,3651000047034900,"Census Tract 349, Kings County, New York city, New York",833,259,94,0,0,0,27,0,15,25,20,7,165,0,0,9,17,0,45,46,18,30,574,315,0,0,11,78,63,64,16,75,8,259,0,0,46,16,43,59,60,0,35
1,Total population,1580000US3651000047035000,3651000047035000,"Census Tract 350, Kings County, New York city, New York",596,311,111,0,0,0,17,4,27,31,5,27,200,0,0,6,10,14,4,43,58,65,285,147,0,0,0,16,18,25,13,45,30,138,0,0,0,0,0,13,10,39,76
1,Total population,1580000US3651000047035100,3651000047035100,"Census Tract 351, Kings County, New York city, New York",662,280,64,0,0,10,12,21,0,0,0,21,216,0,0,14,15,20,60,47,33,27,382,199,0,0,0,60,30,36,56,9,8,183,0,0,20,35,31,29,39,0,29
1,Total population,1580000US3651000047035200,3651000047035200,"Census Tract 352, Kings County, New York city, New York",547,238,88,0,0,0,15,23,9,0,13,28,150,0,0,0,0,0,0,11,60,79,309,194,0,0,6,5,51,57,12,53,10,115,0,0,0,5,7,21,40,30,12
1,Total population,1580000US3651000047035300,3651000047035300,"Census Tract 353, Kings County, New York city, New York",814,320,80,0,0,15,11,8,20,0,13,13,240,0,15,23,37,21,66,48,22,8,494,223,0,0,37,53,65,5,0,46,17,271,0,0,19,29,64,35,43,60,21
1,Total population,1580000US3651000047035400,3651000047035400,"Census Tract 354, Kings County, New York city, New York",1322,288,80,0,0,6,0,14,11,6,6,37,208,0,15,0,0,10,19,30,51,83,1034,356,0,0,6,29,40,57,58,33,133,678,0,0,0,29,0,88,110,99,352
1,Total population,1580000US3651000047035500,3651000047035500,"Census Tract 355, Kings County, New York city, New York",745,229,129,0,0,0,9,54,25,25,16,0,100,0,7,10,21,0,32,0,17,13,516,175,0,0,6,57,19,26,36,31,0,341,0,0,27,61,62,72,49,38,32
1,Total population,1580000US3651000047035600,3651000047035600,"Census Tract 356, Kings County, New York city, New York",2033,506,181,0,0,5,19,6,34,32,48,37,325,0,0,0,10,0,8,72,90,145,1527,487,0,0,13,61,82,78,76,41,136,1040,0,0,8,20,16,137,166,179,514
1,Total population,1580000US3651000047035700,3651000047035700,"Census Tract 357, Kings County, New York city, New York",351,157,59,0,0,0,27,10,14,0,8,0,98,0,11,0,13,18,29,18,0,9,194,57,0,0,0,13,9,13,14,8,0,137,0,0,0,35,19,48,18,7,10
1,Total population,1580000US3651000047035900,3651000047035900,"Census Tract 359, Kings County, New York city, New York",910,374,142,0,0,27,29,53,11,22,0,0,232,0,0,54,40,38,63,12,0,25,536,341,0,0,9,90,91,73,58,20,0,195,0,0,11,72,35,39,0,13,25
1,Total population,1580000US3651000047036001,3651000047036001,"Census Tract 360.01, Kings County, New York city, New York",942,457,128,0,0,0,18,0,6,12,40,52,329,0,0,0,8,0,8,58,124,131,485,205,0,0,0,20,34,55,33,0,63,280,0,0,0,14,37,35,36,69,89
1,Total population,1580000US3651000047036002,3651000047036002,"Census Tract 360.02, Kings County, New York city, New York",1254,610,213,0,0,13,18,2,13,33,83,51,397,0,8,0,21,0,0,48,144,176,644,150,0,0,0,28,17,23,55,9,18,494,0,0,0,29,18,76,116,84,171
1,Total population,1580000US3651000047036100,3651000047036100,"Census Tract 361, Kings County, New York city, New York",559,257,131,0,0,0,8,9,56,35,23,0,126,9,0,0,5,29,19,8,30,26,302,171,0,0,0,11,77,62,7,14,0,131,0,0,0,12,31,33,9,46,0
1,Total population,1580000US3651000047036200,3651000047036200,"Census Tract 362, Kings County, New York city, New York",1219,645,363,0,7,58,83,76,90,31,18,0,282,0,0,35,46,51,73,18,20,39,574,448,0,0,70,91,114,85,42,26,20,126,0,0,12,25,22,27,25,15,0
1,Total population,1580000US3651000047036300,3651000047036300,"Census Tract 363, Kings County, New York city, New York",620,314,140,0,15,10,20,41,11,0,29,14,174,0,4,18,6,17,15,31,40,43,306,110,0,0,0,25,33,4,25,0,23,196,0,0,0,14,32,23,17,60,50
1,Total population,1580000US3651000047036400,3651000047036400,"Census Tract 364, Kings County, New York city, New York",284,187,61,0,6,14,0,0,10,13,18,0,126,0,0,4,0,0,10,36,45,31,97,58,0,0,8,0,26,0,5,9,10,39,0,0,3,0,15,0,6,7,8
1,Total population,1580000US3651000047036501,3651000047036501,"Census Tract 365.01, Kings County, New York city, New York",460,233,92,0,0,0,23,0,0,25,44,0,141,0,0,0,7,9,20,59,34,12,227,111,0,0,11,15,38,25,9,6,7,116,0,0,8,0,5,28,42,27,6
1,Total population,1580000US3651000047036502,3651000047036502,"Census Tract 365.02, Kings County, New York city, New York",202,97,75,0,0,0,0,29,21,7,10,8,22,0,0,8,5,9,0,0,0,0,105,81,0,0,0,14,31,14,0,22,0,24,0,0,8,10,6,0,0,0,0
1,Total population,1580000US3651000047036600,3651000047036600,"Census Tract 366, Kings County, New York city, New York",583,240,132,0,0,0,41,65,5,7,4,10,108,0,6,8,13,19,8,6,24,24,343,218,0,0,38,77,36,24,17,5,21,125,0,0,0,17,16,18,19,42,13
1,Total population,1580000US3651000047036700,3651000047036700,"Census Tract 367, Kings County, New York city, New York",213,100,50,0,0,0,7,36,0,7,0,0,50,0,0,0,10,0,9,16,7,8,113,68,0,0,0,13,45,10,0,0,0,45,0,0,0,24,0,7,14,0,0
1,Total population,1580000US3651000047036900,3651000047036900,"Census Tract 369, Kings County, New York city, New York",702,312,154,0,0,40,13,46,28,27,0,0,158,0,0,20,6,9,21,60,29,13,390,239,0,0,31,64,15,76,36,9,8,151,0,0,5,27,29,25,22,37,6
1,Total population,1580000US3651000047037000,3651000047037000,"Census Tract 370, Kings County, New York city, New York",615,137,42,0,0,11,6,8,0,5,0,12,95,0,0,0,18,6,10,10,0,51,478,187,0,0,21,59,0,14,36,12,45,291,0,0,10,16,3,17,42,74,129
1,Total population,1580000US3651000047037100,3651000047037100,"Census Tract 371, Kings County, New York city, New York",558,255,164,0,0,7,27,30,54,18,28,0,91,0,0,23,6,25,16,0,0,21,303,147,0,0,12,38,43,24,19,11,0,156,0,0,10,10,43,9,37,20,27
1,Total population,1580000US3651000047037300,3651000047037300,"Census Tract 373, Kings County, New York city, New York",843,373,144,8,0,14,23,32,7,18,31,11,229,0,0,20,21,40,16,17,61,54,470,210,0,0,0,78,40,18,36,16,22,260,0,0,18,18,37,21,49,58,59
1,Total population,1580000US3651000047037400,3651000047037400,"Census Tract 374, Kings County, New York city, New York",1735,541,198,6,0,0,31,43,56,41,21,0,343,0,0,9,0,0,18,41,174,101,1194,527,0,0,48,74,128,64,103,58,52,667,0,0,0,70,45,92,133,120,207
